E1,E2,Similarity
O,Pt,0.009829402303820919
F,Pt,0.0011595117958896907
Ne,Pt,0.0010224704747902648
Na,Pt,0.0015206150502002694
Mg,Pt,0.006356540977684228
Al,Pt,0.004190995630379485
Si,Pt,0.010553560032440196
P,Pt,0.0033599925504170926
S,Pt,0.013271551437450685
Cl,Pt,0.002696075424990509
Ar,Pt,0.0014832956809707372
K,Pt,0.0015749952082974208
Ca,Pt,0.003500060135049775
Sc,Pt,0.0021237369697914986
Ti,Pt,0.009975567577550304
V,Pt,0.005809291901511649
Cr,Pt,0.006670227640899799
Mn,Pt,0.009007699330308422
Fe,Pt,0.017378854774583324
Co,Pt,0.017702041117650016
Ni,Pt,0.031336085583514195
Cu,Pt,0.018617215496109594
Zn,Pt,0.0159420720935689
Ga,Pt,0.0034631729585514514
Ge,Pt,0.008161760710812382
As,Pt,0.0018300289083374207
Se,Pt,0.01026723471548201
Br,Pt,0.0022317850510262687
Kr,Pt,0.0015726601048025736
Rb,Pt,0.000925455438033894
Sr,Pt,0.0024819443894698455
Y,Pt,0.001439270907213546
Zr,Pt,0.009327814121719269
Nb,Pt,0.0034774381261835005
Mo,Pt,0.009284175944180231
Tc,Pt,0.003244035626532823
Ru,Pt,0.01992115702325816
Rh,Pt,0.00769590366287758
Pd,Pt,0.07704765654785127
Ag,Pt,0.005025739550055867
Cd,Pt,0.011451435698530705
In,Pt,0.002827469116082393
Sn,Pt,0.014359518404117772
Sb,Pt,0.002873183119744701
Te,Pt,0.007337662232297845
I,Pt,0.0020953971165484013
Xe,Pt,0.0018376967213707663
Cs,Pt,0.0009237332476550675
Ba,Pt,0.0032112596875361436
La,Pt,0.0017572875491167045
Ce,Pt,0.0024737682877806672
Pr,Pt,0.0017087222444800425
Nd,Pt,0.0016696463543187305
Pm,Pt,0.0005346522004561043
Sm,Pt,0.0016362798651721943
Eu,Pt,0.001640621940192924
Gd,Pt,0.0015758293442716
Tb,Pt,0.0013281303665568008
Dy,Pt,0.001194627990867367
Ho,Pt,0.0012525126155543435
Er,Pt,0.0013912436048389698
Tm,Pt,0.0010524965327080983
Yb,Pt,0.0019657568007200752
Lu,Pt,0.000878666292889746
Hf,Pt,0.0056243719941673235
Ta,Pt,0.0026342792613460236
W,Pt,0.006688713379153646
Re,Pt,0.003363504709200817
Os,Pt,0.010345317129268634
Ir,Pt,0.007709092344635248
Pt,Pt,0.0
Au,Pt,0.007419935990202195
Hg,Pt,0.01287319335911825
Tl,Pt,0.0015918357330471145
Pb,Pt,0.0078065662919008265
Bi,Pt,0.002315009138048932
Po,Pt,0.0011804143871028518
At,Pt,0.00021320390838120196
Rn,Pt,0.00045800178966838985
Fr,Pt,0.00042120508640620485
Ra,Pt,0.0006153795175872415
Ac,Pt,0.00017733118182971543
Th,Pt,0.004395924771767542
Pa,Pt,0.0009708112733295454
U,Pt,0.006187305457728889
Np,Pt,0.002125550968051029
Pu,Pt,0.0024021954810515816
Am,Pt,0.0012789220497488624
Cm,Pt,0.0012827108860580826
Bk,Pt,0.0010287401074828353
Cf,Pt,0.0007556078134732461
Es,Pt,0.0004469639799479404
Fm,Pt,0.00020828391244778692
Md,Pt,0.00032220202459211085
No,Pt,0.00021632870478521818
Lr,Pt,0.00024021349285248704
H,Au,0.0054306142409989095
He,Au,0.0017484982449318975
Li,Au,0.006258676354606024
Be,Au,0.0021730009857832727
B,Au,0.008459625585161064
C,Au,0.0022420817276270102
N,Au,0.005997078534955276
O,Au,0.0022596894570579428
F,Au,0.003857199950810609
Ne,Au,0.0017773972650779416
Na,Au,0.004331136219244442
Mg,Au,0.003647479624886022
Al,Au,0.008796421482325
Si,Au,0.001990456542449294
P,Au,0.008234169621382187
S,Au,0.0024028005781587436
Cl,Au,0.007323880829600657
Ar,Au,0.002547891624629943
K,Au,0.004635950753543009
Ca,Au,0.0022309029002244383
Sc,Au,0.0038388875342724557
Ti,Au,0.003414314916498875
V,Au,0.0036891159803198693
Cr,Au,0.0037697638548957265
Mn,Au,0.004220595225254773
Fe,Au,0.00531289937988961
Co,Au,0.005258611401708349
Ni,Au,0.010054825774195251
Cu,Au,0.013298098934323467
Zn,Au,0.0035449280902824097
Ga,Au,0.009553520793316636
Ge,Au,0.004307290791008787
As,Au,0.0055376534715136354
Se,Au,0.002821803008022377
Br,Au,0.00785523903788508
Kr,Au,0.002550685577753468
Rb,Au,0.0030241573007756873
Sr,Au,0.0019836567147500463
Y,Au,0.0027450713661590926
Zr,Au,0.0028868456212399916
Nb,Au,0.003807280655345374
Mo,Au,0.002280701488888408
Tc,Au,0.0019814339799041785
Ru,Au,0.003502175639920348
Rh,Au,0.00949302201657603
Pd,Au,0.007932772514586722
Ag,Au,0.024054215904448763
Cd,Au,0.0030866937748450334
In,Au,0.008487908905225838
Sn,Au,0.003483338063857008
Sb,Au,0.0068176193202520476
Te,Au,0.0031917263765431927
I,Au,0.008404790594685725
Xe,Au,0.0027485442262250763
Cs,Au,0.003207405513109253
Ba,Au,0.0020091951619336324
La,Au,0.002762435086993093
Ce,Au,0.0027546611836861455
Pr,Au,0.002747129194361104
Nd,Au,0.0025101893307365405
Pm,Au,0.0011969612206865412
Sm,Au,0.002174441260461269
Eu,Au,0.0020557374861096367
Gd,Au,0.0025049405249555072
Tb,Au,0.001918481630040395
Dy,Au,0.0020831747992126116
Ho,Au,0.002262117201654771
Er,Au,0.0023626637669082137
Tm,Au,0.0019269545578731533
Yb,Au,0.002393270067529167
Lu,Au,0.001928557164819086
Hf,Au,0.0018254547059860745
Ta,Au,0.003865611244233177
W,Au,0.0014919949553252282
Re,Au,0.003516107032142008
Os,Au,0.0024214026808066554
Ir,Au,0.007281786312531762
Pt,Au,0.007419935990202195
Au,Au,0.0
Hg,Au,0.002953495363734468
Tl,Au,0.0069559784686544935
Pb,Au,0.0031468130194890797
Bi,Au,0.005655531021519362
Po,Au,0.0014508785867736668
At,Au,0.000505390957494941
Rn,Au,0.0009650436513930775
Fr,Au,0.00033281635334745746
Ra,Au,0.0009724876245705576
Ac,Au,0.0005604748772140315
Th,Au,0.002531260570852961
Pa,Au,0.0015341783763102319
U,Au,0.0024957405214301857
Np,Au,0.0019133657345321066
Pu,Au,0.002210975190319378
Am,Au,0.0017019684421532783
Cm,Au,0.0017567983713308506
Bk,Au,0.0013388312250630114
Cf,Au,0.0011940911691578613
Es,Au,0.0007063396273447673
Fm,Au,0.0003291522084562955
Md,Au,0.0005091776254691233
No,Au,0.0003418654378810672
Lr,Au,0.0003796106993775494
H,Hg,0.0032711114687857803
He,Hg,0.0016842909975704607
Li,Hg,0.003138594586598558
Be,Hg,0.006578645596573419
B,Hg,0.002240156903380934
C,Hg,0.007721692801707702
N,Hg,0.0033250009795115073
O,Hg,0.008078327969698242
F,Hg,0.0014412288550912668
Ne,Hg,0.002268014782192815
Na,Hg,0.003382934648831214
Mg,Hg,0.016078084835534162
Al,Hg,0.002568938643800909
Si,Hg,0.007982954637116233
P,Hg,0.002623016843779594
S,Hg,0.012879151971835753
Cl,Hg,0.002867012524311837
Ar,Hg,0.0029031212496217536
K,Hg,0.0035845969342237567
Ca,Hg,0.009651386164919725
Sc,Hg,0.0018790106840334063
Ti,Hg,0.005163676985147844
V,Hg,0.004723770040703867
Cr,Hg,0.0077222212757759095
Mn,Hg,0.010296023286399605
Fe,Hg,0.01041772051059586
Co,Hg,0.011673707270933363
Ni,Hg,0.014881906347991703
Cu,Hg,0.015509197346417461
Zn,Hg,0.024495363579206834
Ga,Hg,0.0024575773928015143
Ge,Hg,0.00865519122472344
As,Hg,0.002042924653136282
Se,Hg,0.016020803161642894
Br,Hg,0.002678500404186788
Kr,Hg,0.0024840211440282866
Rb,Hg,0.0028858170576918645
Sr,Hg,0.006476915416472111
Y,Hg,0.001165636766447788
Zr,Hg,0.0038917651429376393
Nb,Hg,0.0015272895948802284
Mo,Hg,0.006901900942101402
Tc,Hg,0.0014542270580699937
Ru,Hg,0.0066083226175314026
Rh,Hg,0.0022314815078611837
Pd,Hg,0.013114895463386433
Ag,Hg,0.006280675544405612
Cd,Hg,0.030131912509669016
In,Hg,0.0028595784480784587
Sn,Hg,0.01186033416314159
Sb,Hg,0.0021632905998054653
Te,Hg,0.012963997527371793
I,Hg,0.0026102938086394593
Xe,Hg,0.0029544802261264116
Cs,Hg,0.0032933367465216314
Ba,Hg,0.008722193206968052
La,Hg,0.0014360923733554192
Ce,Hg,0.001634323785235914
Pr,Hg,0.001185657849491529
Nd,Hg,0.001260035341025197
Pm,Hg,0.0004650785212697117
Sm,Hg,0.0019409354158268857
Eu,Hg,0.002368697493330675
Gd,Hg,0.001294166706807305
Tb,Hg,0.0009612476013042394
Dy,Hg,0.0010750059487322607
Ho,Hg,0.0009046945188211752
Er,Hg,0.0010160283577901191
Tm,Hg,0.001088595065757419
Yb,Hg,0.0026565374141128
Lu,Hg,0.0008120968567565429
Hf,Hg,0.0022967138117281514
Ta,Hg,0.0012275804543386752
W,Hg,0.00614998188067729
Re,Hg,0.0017690978586754507
Os,Hg,0.004650791681228948
Ir,Hg,0.0013105277749869415
Pt,Hg,0.01287319335911825
Au,Hg,0.002953495363734468
Hg,Hg,0.0
Tl,Hg,0.0045317191752520984
Pb,Hg,0.015317869607137389
Bi,Hg,0.0025390882510166173
Po,Hg,0.0009412410455620357
At,Hg,0.0009736646204016049
Rn,Hg,0.00039840254074731787
Fr,Hg,0.00027479561278803997
Ra,Hg,0.0014720774336872118
Ac,Hg,0.00023138291701600943
Th,Hg,0.002391865234981378
Pa,Hg,0.0012667210694547772
U,Hg,0.0038954783382388345
Np,Hg,0.0011936294691907167
Pu,Hg,0.0013433146272576288
Am,Hg,0.0008782874104280189
Cm,Hg,0.0009484242080294557
Bk,Hg,0.0007106331183409998
Cf,Hg,0.0006572814331451147
Es,Hg,0.00043740120215046203
Fm,Hg,0.0002717702478064706
Md,Hg,0.000630617048417713
No,Hg,0.0005645342937551128
Lr,Hg,0.0003134321787590941
H,Tl,0.002772273364580997
He,Tl,0.0012472225269177604
Li,Tl,0.013754675333156382
Be,Tl,0.0022586076807878373
B,Tl,0.007082537923821092
C,Tl,0.0015415934508485926
N,Tl,0.0028071361488720727
O,Tl,0.0016059541650221504
F,Tl,0.002551679079428624
Ne,Tl,0.0017634453241182101
Na,Tl,0.01365221573726108
Mg,Tl,0.0032480364279154263
Al,Tl,0.008650600105701371
Si,Tl,0.0016122653192598788
P,Tl,0.005656322063687257
S,Tl,0.0021971658043003404
Cl,Tl,0.0038024223716848758
Ar,Tl,0.001831977894350924
K,Tl,0.019894095741495553
Ca,Tl,0.0031011148034250807
Sc,Tl,0.004191104725938096
Ti,Tl,0.002937029005485627
V,Tl,0.003929110488547748
Cr,Tl,0.004208889814472934
Mn,Tl,0.004162832895651034
Fe,Tl,0.004363480145065769
Co,Tl,0.004100347799030255
Ni,Tl,0.0024334494547203784
Cu,Tl,0.0062852122348788265
Zn,Tl,0.0024668669902771453
Ga,Tl,0.011280093960356488
Ge,Tl,0.003254066891588002
As,Tl,0.009131761547989753
Se,Tl,0.0031473221590061448
Br,Tl,0.0047667355211197
Kr,Tl,0.001847422595388247
Rb,Tl,0.02498420035285128
Sr,Tl,0.003270495370925335
Y,Tl,0.0034842791720408506
Zr,Tl,0.0018040935616449763
Nb,Tl,0.002928424306631199
Mo,Tl,0.002353120587821214
Tc,Tl,0.001211466927200421
Ru,Tl,0.002175010496776478
Rh,Tl,0.004742441778698547
Pd,Tl,0.0018831066808067476
Ag,Tl,0.014950131474054978
Cd,Tl,0.002683043960522088
In,Tl,0.016980806290905974
Sn,Tl,0.0030286833041437114
Sb,Tl,0.009422830773317764
Te,Tl,0.0038501809739232653
I,Tl,0.006264737369682442
Xe,Tl,0.0024636546807513143
Cs,Tl,0.02154123916029283
Ba,Tl,0.0036701239058818495
La,Tl,0.0037908176807249136
Ce,Tl,0.00389691373415172
Pr,Tl,0.0032867109766558755
Nd,Tl,0.0034610419751541976
Pm,Tl,0.0018984611071016348
Sm,Tl,0.003376682651877126
Eu,Tl,0.003486481571318753
Gd,Tl,0.0034231343707136624
Tb,Tl,0.003179069199027726
Dy,Tl,0.0031135314908186766
Ho,Tl,0.003017922092313708
Er,Tl,0.0032863610759777387
Tm,Tl,0.003203348800800237
Yb,Tl,0.0036223133368635794
Lu,Tl,0.0028723790888184786
Hf,Tl,0.0013393197204651416
Ta,Tl,0.003003425215075011
W,Tl,0.0015177927633624661
Re,Tl,0.003438808436438511
Os,Tl,0.001962407358116414
Ir,Tl,0.003235683743195716
Pt,Tl,0.0015918357330471145
Au,Tl,0.0069559784686544935
Hg,Tl,0.0045317191752520984
Tl,Tl,0.0
Pb,Tl,0.00490473963373863
Bi,Tl,0.010370289044520574
Po,Tl,0.0021289931729277217
At,Tl,0.0015141032903202404
Rn,Tl,0.0009293075641928655
Fr,Tl,0.0012819679367100446
Ra,Tl,0.001040528758918242
Ac,Tl,0.0007196269200648005
Th,Tl,0.002202801839711983
Pa,Tl,0.0012663145055235646
U,Tl,0.002041177506731143
Np,Tl,0.0023474977499141694
Pu,Tl,0.0028923644185288085
Am,Tl,0.0025949940844230946
Cm,Tl,0.0026026818147356686
Bk,Tl,0.0015962187209354925
Cf,Tl,0.0020442192511440685
Es,Tl,0.0009069113196874411
Fm,Tl,0.0004226180327320497
Md,Tl,0.0006537633376247259
No,Tl,0.0004389413016366289
Lr,Tl,0.00048740468042850524
H,Pb,0.0015692982183451581
He,Pb,0.0012295174835516575
Li,Pb,0.002450253574508384
Be,Pb,0.008695169290043556
B,Pb,0.0023699922646493793
C,Pb,0.0037669354191545573
N,Pb,0.0017803873049413253
O,Pb,0.0036958710863531628
F,Pb,0.00064485067955058
Ne,Pb,0.00170432568657486
Na,Pb,0.0030505739891691645
Mg,Pb,0.01282943321581365
Al,Pb,0.0048020151935070044
Si,Pb,0.007508131155529214
P,Pb,0.0029692703161313546
S,Pb,0.005763230426472053
Cl,Pb,0.0011471823965580417
Ar,Pb,0.0026337090371143434
K,Pb,0.003066204985568796
Ca,Pb,0.020400065085005567
Sc,Pb,0.0031035564892071326
Ti,Pb,0.0073215397761552965
V,Pb,0.005230787695233263
Cr,Pb,0.0068936268763980235
Mn,Pb,0.011240764592933541
Fe,Pb,0.009168211957052514
Co,Pb,0.010657685074897665
Ni,Pb,0.01272511646117701
Cu,Pb,0.012818254549038868
Zn,Pb,0.01696395023275531
Ga,Pb,0.004321055599149114
Ge,Pb,0.018511789763427978
As,Pb,0.0027001873630456536
Se,Pb,0.007613804453606266
Br,Pb,0.001153012291156631
Kr,Pb,0.0028283746968230886
Rb,Pb,0.003137520409424004
Sr,Pb,0.020875607731011554
Y,Pb,0.002382532591149242
Zr,Pb,0.006628892719873756
Nb,Pb,0.0033338992098886737
Mo,Pb,0.005111968246801503
Tc,Pb,0.0024880613650038077
Ru,Pb,0.004497062104921951
Rh,Pb,0.0022567906897265257
Pd,Pb,0.008017048812775221
Ag,Pb,0.005723826557502331
Cd,Pb,0.021868432048509315
In,Pb,0.006359743698161174
Sn,Pb,0.025861706248275565
Sb,Pb,0.004456437729286155
Te,Pb,0.008755772191247192
I,Pb,0.0013464955595918547
Xe,Pb,0.00371960257470334
Cs,Pb,0.003166233181098329
Ba,Pb,0.02160764559994767
La,Pb,0.0029445871443505856
Ce,Pb,0.0038450745007657817
Pr,Pb,0.00260126304090941
Nd,Pb,0.002422035222563225
Pm,Pb,0.001411060149630276
Sm,Pb,0.0029754178265256983
Eu,Pb,0.0047250507275237025
Gd,Pb,0.002317679260516848
Tb,Pb,0.002231116565146288
Dy,Pb,0.001974123647743157
Ho,Pb,0.0017708815160686984
Er,Pb,0.002024818302754996
Tm,Pb,0.0021180871695173566
Yb,Pb,0.0037113208662200308
Lu,Pb,0.0017494105236710983
Hf,Pb,0.004836542382072319
Ta,Pb,0.002613691614842184
W,Pb,0.004454844899131007
Re,Pb,0.001868842055963309
Os,Pb,0.00402125531332822
Ir,Pb,0.0021588096123560034
Pt,Pb,0.0078065662919008265
Au,Pb,0.0031468130194890797
Hg,Pb,0.015317869607137389
Tl,Pb,0.00490473963373863
Pb,Pb,0.0
Bi,Pb,0.005629776068757468
Po,Pb,0.002514152624448124
At,Pb,0.0007107665335896804
Rn,Pb,0.0007634295892888362
Fr,Pb,0.000702094256780698
Ra,Pb,0.001880556063545064
Ac,Pb,0.0005911761672825934
Th,Pb,0.004865180528059579
Pa,Pb,0.0018493902822309034
U,Pb,0.005805815270786039
Np,Pb,0.0031393828787996277
Pu,Pb,0.0036081336762374488
Am,Pb,0.0024122968374150756
Cm,Pb,0.002138112703945242
Bk,Pb,0.0019165147454830863
Cf,Pb,0.001364458590247854
Es,Pb,0.0007450309918780439
Fm,Pb,0.00034718227160338185
Md,Pb,0.0005370689915436449
No,Pb,0.0007211837943477947
Lr,Pb,0.00040040474148100874
H,Bi,0.0024964323994534966
He,Bi,0.0009253200642727958
Li,Bi,0.004354809591636902
Be,Bi,0.0015606742584264568
B,Bi,0.008019635875545522
C,Bi,0.001169387546338707
N,Bi,0.003154732140119706
O,Bi,0.0011221874604184984
F,Bi,0.002127104033529825
Ne,Bi,0.0013467877551054084
Na,Bi,0.003975491567703482
Mg,Bi,0.0029771410558776705
Al,Bi,0.011727140784064807
Si,Bi,0.0017821849232841503
P,Bi,0.008462902801254089
S,Bi,0.001488641619376894
Cl,Bi,0.0034621354375342027
Ar,Bi,0.0018809702966139158
K,Bi,0.0040495924236294495
Ca,Bi,0.0031613100107680497
Sc,Bi,0.009744245396386474
Ti,Bi,0.004213081803603241
V,Bi,0.006293803844443037
Cr,Bi,0.0076601146147481924
Mn,Bi,0.0051054948995602565
Fe,Bi,0.006379717215044645
Co,Bi,0.004680778115669816
Ni,Bi,0.003108673770856078
Cu,Bi,0.0030160570558880103
Zn,Bi,0.002405870209294353
Ga,Bi,0.01263315856429821
Ge,Bi,0.004278700242486771
As,Bi,0.015916922969375
Se,Bi,0.003029067972229485
Br,Bi,0.004090789263023837
Kr,Bi,0.0018690153059843155
Rb,Bi,0.003335279903591241
Sr,Bi,0.0034356040888692636
Y,Bi,0.010235414768456139
Zr,Bi,0.0024639927862500554
Nb,Bi,0.0060088954528666255
Mo,Bi,0.0029460220839421587
Tc,Bi,0.0025840293639670664
Ru,Bi,0.0034335393536478295
Rh,Bi,0.005738917468933663
Pd,Bi,0.001812257017206613
Ag,Bi,0.0039082951692161454
Cd,Bi,0.002764670159778974
In,Bi,0.016880136617729018
Sn,Bi,0.003674519620397161
Sb,Bi,0.03929898001175512
Te,Bi,0.004735237300169951
I,Bi,0.004978368142094614
Xe,Bi,0.002408245534420861
Cs,Bi,0.003451895838966435
Ba,Bi,0.0036255760635808044
La,Bi,0.011608214059107272
Ce,Bi,0.009918646060402542
Pr,Bi,0.009237024635964241
Nd,Bi,0.01000272670221199
Pm,Bi,0.0032696785835963746
Sm,Bi,0.00981427273926606
Eu,Bi,0.008914397087682938
Gd,Bi,0.00945387578330088
Tb,Bi,0.008024590917885816
Dy,Bi,0.008197197663409263
Ho,Bi,0.008501504605496516
Er,Bi,0.009104050172627748
Tm,Bi,0.008139300174498498
Yb,Bi,0.008813348412642127
Lu,Bi,0.007991366653861173
Hf,Bi,0.001552574048380333
Ta,Bi,0.005263779935415491
W,Bi,0.0018038782840403879
Re,Bi,0.002894707487890548
Os,Bi,0.0028832102658036163
Ir,Bi,0.004343570044937208
Pt,Bi,0.002315009138048932
Au,Bi,0.005655531021519362
Hg,Bi,0.0025390882510166173
Tl,Bi,0.010370289044520574
Pb,Bi,0.005629776068757468
Bi,Bi,0.0
Po,Bi,0.001974387145329882
At,Bi,0.0008023715116002128
Rn,Bi,0.000574547923131522
Fr,Bi,0.0003962907674154565
Ra,Bi,0.0009649662723573134
Ac,Bi,0.0006673681054859413
Th,Bi,0.0025786616810947157
Pa,Bi,0.001957259354204743
U,Bi,0.003785897185461088
Np,Bi,0.003138964937321441
Pu,Bi,0.0044705381556012875
Am,Bi,0.005636387306898299
Cm,Bi,0.003700971157824232
Bk,Bi,0.0026189965707003717
Cf,Bi,0.003080625352586132
Es,Bi,0.0012615780602170813
Fm,Bi,0.0007838556006859399
Md,Bi,0.0009094312370099177
No,Bi,0.0004070656846277959
Lr,Bi,0.0004520096860096086
H,Po,9.93120511335526e-05
He,Po,0.003391186084805682
Li,Po,0.000670229933121103
Be,Po,0.0019266298399762479
B,Po,0.000549089485351451
C,Po,0.0001588242001050234
N,Po,0.0001313131399062308
O,Po,0.0001369308909553378
F,Po,0.0001426836182230202
Ne,Po,0.0016922791474374517
Na,Po,0.0006434175559052474
Mg,Po,0.001232285565454937
Al,Po,0.0011980084224107515
Si,Po,0.0007057404477325875
P,Po,0.0005262441548082859
S,Po,0.00033350406085262696
Cl,Po,0.00025080525480510453
Ar,Po,0.0017789751138210803
K,Po,0.0004643077721603503
Ca,Po,0.0016735071477623012
Sc,Po,0.0016050103577835905
Ti,Po,0.0020456117821443624
V,Po,0.0016890456478068484
Cr,Po,0.0013589668092613976
Mn,Po,0.0014064660165918686
Fe,Po,0.0008971085558485905
Co,Po,0.0009269215421757731
Ni,Po,0.0009566061283099626
Cu,Po,0.0009438930335957266
Zn,Po,0.0009447024900536287
Ga,Po,0.00201117818076783
Ge,Po,0.0017446320171945885
As,Po,0.0009722266159707826
Se,Po,0.0011940751750955203
Br,Po,0.0003291608418983165
Kr,Po,0.0013699429943570898
Rb,Po,0.0008653732619155128
Sr,Po,0.0020460494154393755
Y,Po,0.000985705141788072
Zr,Po,0.0017837502129434651
Nb,Po,0.00200626333086114
Mo,Po,0.0016350731439438244
Tc,Po,0.0028547713585857634
Ru,Po,0.001395398720744358
Rh,Po,0.0012580149948466209
Pd,Po,0.0009016614588626664
Ag,Po,0.0011709664540007231
Cd,Po,0.0013350639349617522
In,Po,0.0021299892527595035
Sn,Po,0.0014167674574975268
Sb,Po,0.0015324462935195498
Te,Po,0.0020667632444242006
I,Po,0.0005383804995156959
Xe,Po,0.0028967150013401105
Cs,Po,0.0008613297442596471
Ba,Po,0.002313978362628036
La,Po,0.0012246174540228882
Ce,Po,0.0025337474264519933
Pr,Po,0.001961678549138288
Nd,Po,0.0011949891968409045
Pm,Po,0.0019664371566958565
Sm,Po,0.0011284116768631191
Eu,Po,0.0012853843990542966
Gd,Po,0.0014319183865130465
Tb,Po,0.0017173229110108651
Dy,Po,0.00136359660438733
Ho,Po,0.001480728038793731
Er,Po,0.0013747052671006447
Tm,Po,0.0014162397815233139
Yb,Po,0.0012172964866747594
Lu,Po,0.00148120143160409
Hf,Po,0.002882931330795292
Ta,Po,0.0016609391887837234
W,Po,0.0011218659313743367
Re,Po,0.001150779956512405
Os,Po,0.002398097428914111
Ir,Po,0.0018470504755344706
Pt,Po,0.0011804143871028518
Au,Po,0.0014508785867736668
Hg,Po,0.0009412410455620357
Tl,Po,0.0021289931729277217
Pb,Po,0.002514152624448124
Bi,Po,0.001974387145329882
Po,Po,0.0
At,Po,0.001176237805724684
Rn,Po,0.001684518900827128
Fr,Po,0.002323772347121722
Ra,Po,0.0022633501701120828
Ac,Po,0.001956658691537759
Th,Po,0.002552857766876773
Pa,Po,0.0045907959886212655
U,Po,0.0017903038895789015
Np,Po,0.0035625063405015462
Pu,Po,0.004660332506408418
Am,Po,0.0037135600100574187
Cm,Po,0.003302444545900598
Bk,Po,0.002670832854191874
Cf,Po,0.004168659398678077
Es,Po,0.003698824765950848
Fm,Po,0.002298188752781211
Md,Po,0.0017775762427800317
No,Po,0.002386954375872623
Lr,Po,0.002650497299825142
H,At,0.00022601286700489598
He,At,0.0011025157295697513
Li,At,0.0016342491060989074
Be,At,0.00039148170627334905
B,At,0.0005738003095819295
C,At,0.00011225146502748694
N,At,0.0002801629329617244
O,At,0.00018549122313807275
F,At,0.00038656812471316374
Ne,At,0.0009169674622262183
Na,At,0.001045914258797609
Mg,At,0.0011685070376583442
Al,At,0.0006491451156194225
Si,At,0.00013237198836822117
P,At,0.0002994046261637572
S,At,0.0003299928295435832
Cl,At,0.0004529990582225286
Ar,At,0.0011567327751719452
K,At,0.0012938750447273265
Ca,At,0.0010463028318198585
Sc,At,0.0010436166705845515
Ti,At,0.0006394742332961097
V,At,0.00027456461369254034
Cr,At,0.0005813376227393717
Mn,At,0.0007620986028780056
Fe,At,0.00043749130948000594
Co,At,0.00075338359114581
Ni,At,0.00043195035481917346
Cu,At,0.000888311004189907
Zn,At,0.0005118903971457718
Ga,At,0.000726509356842218
Ge,At,0.0005401914574362195
As,At,0.0008509917916690575
Se,At,0.0005661371376516617
Br,At,0.00060195477520312
Kr,At,0.0014846169473073149
Rb,At,0.0016880600639742377
Sr,At,0.0010233776654160567
Y,At,0.0003560718863423214
Zr,At,0.0004349391226726768
Nb,At,0.00040766283989915493
Mo,At,0.00011556132863469604
Tc,At,0.0003569695367815381
Ru,At,0.0003240436068614194
Rh,At,0.0005112449174005164
Pd,At,0.00041877296711570613
Ag,At,0.001631551703296865
Cd,At,0.00046504872741122026
In,At,0.001018360796737736
Sn,At,0.0004798002969964416
Sb,At,0.0007784638716157056
Te,At,0.0004382150866772868
I,At,0.001021031845633691
Xe,At,0.001177196478308686
Cs,At,0.002333572894666063
Ba,At,0.0009403780413703152
La,At,0.0004976724853788366
Ce,At,0.00037443273701581205
Pr,At,0.0003543141613940756
Nd,At,0.0006475091375286546
Pm,At,0.0007991407144323037
Sm,At,0.0005002640771184994
Eu,At,0.0005223675740069749
Gd,At,0.0008313107784156388
Tb,At,0.0003722150057612238
Dy,At,0.0005541522447930922
Ho,At,0.0004011688715883317
Er,At,0.00037244446402093527
Tm,At,0.0004604367312569204
Yb,At,0.00017988993319022835
Lu,At,0.0004377786833187863
Hf,At,0.00024665156425362225
Ta,At,0.00044999289719941944
W,At,0.0001302615078447124
Re,At,0.0006235542037505254
Os,At,0.0003898252809341317
Ir,At,0.00047407777373625193
Pt,At,0.00021320390838120196
Au,At,0.000505390957494941
Hg,At,0.0009736646204016049
Tl,At,0.0015141032903202404
Pb,At,0.0007107665335896804
Bi,At,0.0008023715116002128
Po,At,0.001176237805724684
At,At,0.0
Rn,At,0.0027382876351739285
Fr,At,0.003777432881256535
Ra,At,0.001839606484036345
Ac,At,0.003180667369575149
Th,At,0.0006384346345429234
Pa,At,0.0012437695499760736
U,At,0.0003880330066648346
Np,At,0.00048258917613579704
Pu,At,0.00047347832042101383
Am,At,0.0006036617014521799
Cm,At,0.0007669034134864344
Bk,At,0.0010854001959637915
Cf,At,0.0011294014452283483
Es,At,0.002004221327190227
Fm,At,0.0037358451970747023
Md,At,0.002889557988214591
No,At,0.003880139100823941
Lr,At,0.004308544106931275
H,Rn,4.6239792722054505e-05
He,Rn,0.0015789397142997154
Li,Rn,0.0004680896149545819
Be,Rn,0.001121301033406618
B,Rn,0.0003652237525011955
C,Rn,4.822741971837191e-05
N,Rn,5.731831165290409e-05
O,Rn,5.3129302559887726e-05
F,Rn,5.5361365649646656e-05
Ne,Rn,0.001313211507099865
Na,Rn,0.0003456644688581777
Mg,Rn,0.0007171917767108364
Al,Rn,0.0005577939484610366
Si,Rn,0.00018957315881286155
P,Rn,0.00018376486308900873
S,Rn,0.000101269455850465
Cl,Rn,9.731265292428668e-05
Ar,Rn,0.0008282926350011585
K,Rn,0.00046324751626413145
Ca,Rn,0.0008990615099828084
Sc,Rn,0.0007472944664173802
Ti,Rn,0.000549484004341569
V,Rn,0.0005898160376401475
Cr,Rn,0.0004995286880766673
Mn,Rn,0.0004677514412940429
Fe,Rn,0.00031327099680860694
Co,Rn,0.00023976423298862964
Ni,Rn,0.00037116399423852277
Cu,Rn,0.0003469559709210569
Zn,Rn,0.00043985444692250735
Ga,Rn,0.0007803388506594196
Ge,Rn,0.0005802160385986109
